rank,term,avg_tfidf,doc_frequency,ngram_n
669,salah orang,0.006491745434567323,33,2
670,bertanggung,0.006489154777787721,25,1
671,udara gabungan,0.0064793004870578735,28,2
672,serikat israel iran,0.006473084220789822,32,3
673,suksesi,0.006467991181807541,31,1
674,politik iran,0.006466470046207988,29,2
675,penghormatan,0.006456759588361921,24,1
676,narasi,0.006455892902483448,18,1
677,istri,0.006450129815449594,20,1
678,bebas,0.006435670519603477,26,1
679,ketiga,0.00642357117588183,30,1
680,kekuasaan iran,0.006407196541246239,31,2
681,abbas,0.006389758233299616,26,1
682,runtuh,0.0063796229919188775,25,1
683,berpotensi,0.006354882627842106,34,1
684,iran melaporkan,0.006353789022999403,32,2
685,seyyed,0.006350175826134016,24,1
686,satelit,0.006350141830072583,26,1
687,berupaya,0.006350039032792182,32,1
688,bertugas,0.006346174485919325,33,1
689,serangan udara gabungan,0.0063454319894698874,27,3
690,revolusi islam iran,0.006342308130712236,31,3
691,menjaga,0.006327156886609333,28,1
692,penggunaan,0.006325822479301016,29,1
693,peluang,0.00632580003840665,24,1
694,nasional iran,0.006313888903423149,30,2
695,surat,0.006305440846685769,19,1
696,israel teheran,0.006291793564700599,26,2
697,khamenei putra,0.006290024177898429,34,2
698,times,0.006270264848346138,26,1
699,uni,0.006257715527260461,30,1
700,tanda,0.006257087891562658,23,1
701,kuwait,0.006255608339801516,26,1
702,pilihan,0.006253466035654447,22,1
703,pembicaraan,0.006248365770434113,23,1
704,rezim zionis,0.006230984984726423,25,2
705,anggota majelis,0.006223053408148429,26,2
706,putri menantu,0.006219603101474914,25,2
707,konstitusi,0.00621716347171551,26,1
708,jatuh,0.006214861575379381,29,1
709,kekhawatiran,0.006203618293978381,26,1
710,juta,0.006198788096386764,24,1
711,pendidikan,0.006192927231047014,22,1
712,gelar,0.006168155346926319,23,1
713,berdiri,0.006157913695242089,25,1
714,menuduh,0.006156836422592693,29,1
715,menerima,0.006148472626511584,27,1
716,udara israel,0.0061471979979797,25,2
717,darat,0.006133362796830907,25,1
718,kemampuan,0.006125387358211301,29,1
719,dasar,0.006103996462559242,30,1
720,pakistan,0.0060985375787900855,13,1
721,disiarkan,0.006076591852693256,26,1
722,pemerintah iran mengonfirmasi,0.0060715833914329435,28,3
723,salah orang jahat,0.00605026690407211,30,3
724,jahat sejarah,0.00605026690407211,30,2
725,orang jahat sejarah,0.00605026690407211,30,3
726,orang jahat,0.00605026690407211,30,2
727,kendali,0.0060501724646608145,26,1
728,reza pahlavi,0.006044646255570296,22,2
729,platform,0.006028846724891214,29,1
730,infrastruktur,0.006013493886104963,27,1
731,korban jiwa,0.005997870377594974,30,2
732,mengkonfirmasi,0.005994153348114808,21,1
733,menghentikan,0.005992222255326333,25,1
734,eskalasi konflik,0.005971457192264838,24,2
735,strategi,0.005971363786792622,28,1
736,parlemen,0.005969161263179679,29,1
737,agency,0.005963549111353706,23,1
738,militer amerika,0.005949057856179264,26,2
739,uni emirat,0.005940493594904716,27,2
740,emirat arab,0.005940493594904716,27,2
741,emirat,0.005940493594904716,27,1
742,uni emirat arab,0.005940493594904716,27,3
743,dolar,0.005936505742640156,16,1
744,mentah,0.005921492553017902,21,1
745,penjaga,0.005913793737610892,27,1
746,barel,0.005902311828369001,22,1
747,menandai,0.005869968833624031,27,1
748,prinsip,0.00586488923557726,25,1
749,pengganti khamenei,0.005864733773390447,21,2
750,inggris,0.00585617981102494,18,1
751,pemimpin tertinggi negara,0.00583169063058405,24,3
752,risiko,0.005804916984670251,24,1
753,minyak mentah,0.005771981009604481,20,2
754,menimbulkan,0.005763267237999733,33,1
755,dunia serangan,0.0057533260032634715,22,2
756,membela,0.005730900599242297,21,1
757,damai,0.005723839994057897,24,1
758,demonstrasi,0.005716551433901288,23,1
759,israel fasilitas,0.005678318159520948,30,2
760,qom,0.0056743320827103184,28,1
761,memasuki,0.005662112059532996,21,1
762,menlu,0.005647777389398271,21,1
763,urusan,0.00564718907514793,28,1
764,alasan,0.005636370742801824,24,1
765,pakar iran,0.005630123699893169,18,2
766,ulama senior,0.005623704136687001,28,2
767,personel,0.005605599068072735,22,1
768,keadilan,0.005579987783316119,18,1
769,ketidakpastian,0.005530956569832995,27,1
770,iran menetapkan,0.005519458898447971,25,2
771,figur,0.005518707667390946,26,1
772,militer amerika serikat,0.005508381604798171,24,3
773,peristiwa,0.005504563545373536,21,1
774,sekretaris dewan,0.005467744270910109,25,2
775,bergabung,0.00546607969870996,27,1
776,allah,0.005429645362462059,12,1
777,perundingan,0.005376069238152868,17,1
778,dewan keamanan nasional,0.005362453129639906,25,3
779,majelis pakar iran,0.00535403870964763,16,3
780,arafi,0.005338862478736591,19,1
781,wafat pemimpin,0.005279833240203464,18,2
782,garis keras,0.005251632952307719,27,2
783,minyak dunia,0.005214065515783922,20,2
784,teluk persia,0.005213591185824581,18,2
785,kenaikan,0.005203077809992438,21,1
786,ayatol ruhol,0.005169384081727359,23,2
787,ayatol ruhol khomeini,0.005169384081727359,23,3
788,mendorong,0.005076398638220028,24,1
789,kesepakatan,0.004819998213145212,22,1
790,bahlil,0.00481381393819971,9,1
791,pasar,0.004731308543250465,16,1
792,faktor,0.004724718076938091,17,1
793,bahan,0.00471045482753562,19,1
794,ayat,0.0044804313350420115,11,1
795,baghaei,0.00417831831808263,9,1
796,bbm,0.0036986549445032447,11,1
797,abu,0.003628944882996113,8,1
798,haniyeh,0.003232179637475201,5,1
799,nawas,0.0028041119702434452,3,1
800,mui,0.001557804715792196,3,1
